STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),life_sat,Life satisfaction,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MK,North Macedonia,2021,,5.7,,b,break in time series,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MK,North Macedonia,2022,,5.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2013,,7.1,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2018,,7.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2021,,7.1,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2022,,7.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2023,,7.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,MT,Malta,2024,,7.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2013,,7.8,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2018,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2021,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2022,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2023,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NL,Netherlands,2024,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2013,,7.9,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2018,,8.0,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2021,,7.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2022,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2023,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,NO,Norway,2024,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2013,,7.3,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2018,,7.7,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2021,,7.5,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2022,,7.7,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2023,,7.6,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PL,Poland,2024,,7.6,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2013,,6.2,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2018,,6.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2021,,,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2022,,7.0,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2023,,7.1,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,PT,Portugal,2024,,7.3,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2013,,7.2,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2018,,7.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2021,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2022,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2023,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RO,Romania,2024,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2013,,5.0,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2018,,5.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2021,,5.9,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2022,,6.1,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2023,,6.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,RS,Serbia,2024,,6.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2013,,7.9,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2018,,7.8,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2021,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2022,,7.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2023,,7.5,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SE,Sweden,2024,,7.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2013,,7.0,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2018,,7.2,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2021,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2022,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2023,,7.7,,b,break in time series,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SI,Slovenia,2024,,7.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2013,,7.0,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2018,,7.1,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2021,,7.1,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2022,,7.0,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2023,,7.3,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,SK,Slovakia,2024,,7.3,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2013,,5.8,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2018,,5.7,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2021,,5.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2022,,5.4,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2023,,5.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,TR,Türkiye,2024,,5.8,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,UK,United Kingdom,2013,,7.3,,u,low reliability,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,UK,United Kingdom,2018,,7.6,,,,,
dataflow,ESTAT:ILC_PW01$DEFAULTVIEW(1.0),"Overall life satisfaction by sex, age and educational attainment",A,Annual,AVG,Average,RTG,Rating (0-10),TOTAL,All ISCED 2011 levels,LIFE,Life as a whole,T,Total,Y_GE16,16 years or over,XK,Kosovo*,2018,,5.9,,,,,
